text,department,intent
Question: How to contact the local ward officer or corporator ?,revenue,query
"listen here, i am extremely angry street lights totally dead pitch black right outside my house door plz fix immediately",electricity,complaint
"dear sir/madam, what is the procedure to check ward map zoning restrictions kidhar milega form? thanks !!!",revenue,query
help! severe flooding water entering living room in bandra jaldi aao pls !!!,disaster_management,emergency
🚨 glae mein paani bhar gaya hai log doob rahe ward 15 danger alert!,disaster_management,emergency
"dear sir/madam, kaise kare which department handles potholes any direct link?",roads,query
@corporator we need new garbge bins provision for our gully main rod kripya dhyan de,solid_waste,service_request
@pmcpune info needed urgently: calculate fsi floor space index for plot any direct link?,revenue,query
plz tell reference id 992a is nobody from bmc came plz help,solid_waste,status_check
mera reference id 992a is not resolved yet on portal frustrated citizen ??,disaster_management,status_check
Check complaint ID REQ-012 is no reply from officials kab hoga finally?,health,status_check
disgusting neglect garbage dump overflowing smelling like hell in kalyan east we are paying taxes for what?,solid_waste,complaint
someone come quick severe flooding water entering living room right here ambulance need urjent,disaster_management,emergency
critical aag lag gayi hai 3rd floor mein in bandra do something quick !!!,disaster_management,emergency
urgent: current lag raha hai nange taar se immediately send fire brigade fast,electricity,emergency
Hello Request for new garbage bins provision for our gully near public park kripya dhyan de,solid_waste,service_request
@mayor reporting total failure of garbage dump overflowing smelling like hell right outside my house door solve it officially,solid_waste,complaint
@bmc worst city management gutter floating on streets pure sewage in kalyan east bmc is totally blind,sewerage,complaint
Help! chhat gir gayi log dab gaye at mg road jaldi aao pls,disaster_management,emergency
"listen here, reporting total failure of illegal massive encroachment on footpaths in kalyan east plz fix immediately !!!",revenue,complaint
Every single day same painful issue: Complaint regarding street lights totally dead pitch black in entire IT sector shameful reality,electricity,complaint
@corporator we need choked sewage tank machine cleaning ward 10 jaldi bhejo team pls,sewerage,service_request
🚨 gas leakage smelling heavily in bandra save us!! ??,disaster_management,emergency
Hello What is the procedure to file water tax arrears urgent question!! thanks !!!,water_supply,query
@corporator i am formally applying for tree pruning and heavy branch cutting in sector 5 plz. !!!,parks,service_request
what is happening with application number bmc-1929 is dikha raha hai open but nobody working frustrated citizen !!!,parks,status_check
help! live high tension wire snapped and fell immediately kuch karo bhagwan ke liye !!!,electricity,emergency
plz sir status of complaint no 992A is waiting for 1 month straight kab hoga finally?,water_supply,status_check
"listen here, worst city management drainage clogged dirty smelly water covering road all over this garbage city bmc is totally blind",sewerage,complaint
pls send team fast huge rabid dog attacked kids right here jaldi aao pls,health,emergency
every single day same painful issue: horrible infra drainage clogged dirty smelly water covering road all over this garbage city please fix immediately,sewerage,complaint
we need new garbage bins provision for our gully at laut gate very urgent request. !!!,solid_waste,service_request
hello kaha se which department handles potholes plz tell bro anyone?,roads,query
hello arrange mosquito fogging in entire residential society ward 10 jaldi bhejo team pls,health,service_request
@pmcpune kaise kr renew my commercial trade license help desk number? fast reply needed !!!,revenue,query
what is the procedure to file water tax arrears help desk number? thanks ??,water_supply,query
update on complaint id 8902 is nobody from bmc came why delay?,roads,status_check
Hello kaha se get a birth certificate registration done plz tell bro thanks,health,query
@pmcpune info needed urgently: calculate fsi floor space index for plot urgent question!! fast reply needed ??,revenue,query
every single day same painful issue: reporting total failure of zero water supply since 4 straight days all over this garbage city shameful reality,water_supply,complaint
🚨 huge rabid dog attacked kids near dadar station kuch karo bhagwan ke liye,health,emergency
@pmcpune kaise kare pay property tax online without fine website link dena? thanks,revenue,query
"listen here, worst city management garbage dump overflowing smelling like hell entire ward 4 solve it officially",solid_waste,complaint
pls send team fast severe flooding water entering living room right now!! bachao,disaster_management,emergency
check application number xxxxx is waiting for 1 month straight plz reply @corporator,disaster_management,status_check
"Listen here, Disgusting neglect kachra gaadi hasn't come for a week in kalyan east kuch toh sharam karo bmc !!! ??",solid_waste,complaint
@corporator arrange choked sewage tank machine cleaning near public park paying heavy taxes for this,sewerage,service_request
urgent: massive fire outbreak near transformer in bandra save us!! !!!,disaster_management,emergency
@mayor kyahai yeh mcd drainage clogged dirty smelly water covering road in kalyan east plz fix immediately,sewerage,complaint
mera complaint ID 45928 is stuck in processing department why delay?,parks,status_check
plz tell reference id req-012 is dikha raha hai open but nobody working frustrated citizen,solid_waste,status_check
kaha se calculate fsi floor space index for plot please. anyone?,revenue,query
Hello application submitted for dead animal carcass pickup here jaldi bhejo team pls,health,service_request
Please tell complaint ID REQ-012 is abhi tak solve nahi kiya plz help !!! ??,sewerage,status_check
plz sir status of grievance ticket REQ-012 is no reply from officials kab hoga finally? ??,sewerage,status_check
hello request for drinking water tanker delivery ward 10 kripya dhyan de !!!,water_supply,service_request
i am formally applying for drinking water tanker delivery nagar kripya dhyan de,water_supply,service_request
I want to know complaint ID BMC-1929 is abhi tak solve nahi kiya solve this asapp,disaster_management,status_check
every single day same painful issue: disgusting neglect street lights totally dead pitch black in entire it sector please fix immediately,electricity,complaint
@bmc Worst city management street lights totally dead pitch black in entire IT sector shameful reality,electricity,complaint
